appid,name,favorability,critic_score,protonDB_rating,personal_interest,completion,favorability_weighted,critic_score_weighted,protonDB_rating_weighted,personal_interest_weighted,completion_weighted,final_score
508440,Totally Accurate Battle Simulator,0.9773976075178408,1,1,1,0.15482128013300084,0.4153939831950823,0.325,-1,0.15,0.015482128013300085,0.9058761112083824
508790,Flat Heroes,0.8730307561623993,1,0,1,0.0,0.37103807136901973,0.325,-1,0.15,0.0,0.0
518790,theHunter: Call of the Wild™,0.8895169195368738,1,0.9,1,0.1917917917917918,0.3780446908031714,0.325,-1,0.15,0.01917917917917918,0.7850014829841155
527230,For The King,0.8750444739252873,1,1,1,0.4299990391082925,0.3718939014182471,0.325,-1,0.15,0.04299990391082925,0.8898938053290764
528230,SYNTHETIK,0.9349449782256036,1,1,1,0.0,0.3973516157458815,0.325,-1,0.15,0.0,0.8723516157458816
537800,Bomber Crew,0.8713907765181095,1,1,1,0.0,0.3703410800201965,0.325,-1,0.15,0.0,0.8453410800201965
553960,Husk,0.4247762180689479,1,0.9,1,0.0,0.18052989267930283,0.325,-1,0.15,0.0,0.5899769034113725
556180,Mysterium,0.7225573864225258,1,0.9,1,0.0,0.30708688922957345,0.325,-1,0.15,0.0,0.7038782003066162
557340,My Friend Pedro,0.9531660407491357,1,1,1,0.0,0.40509556731838264,0.325,-1,0.15,0.0,0.8800955673183827
564310,Serious Sam Fusion 2017 (beta),0.9203463708477025,1,1,1,0.0,0.39114720761027355,0.325,-1,0.15,0.0,0.8661472076102735
578650,The Outer Worlds,0.8196160392597439,1,1,1,0.04254254254254254,0.3483368166853911,0.325,-1,0.15,0.004254254254254255,0.8275910709396455
582010,Monster Hunter: World,0.8867066739888217,1,1,1,0.1434763762462072,0.37685033644524923,0.325,-1,0.15,0.014347637624620721,0.8661979740698701
585710,Blazing Beaks,0.8164302750353252,1,1,1,0.0,0.3469828668900132,0.325,-1,0.15,0.0,0.8219828668900132
596970,Sunless Skies,0.8298806413977714,1,0.9,1,0.0,0.3526992725940528,0.325,-1,0.15,0.0,0.7449293453346476
598530,Naev,0.7487618307011347,1,0,1,0,0.31822377804798224,0.325,-1,0.15,0.0,0.0
598810,Carcassonne: The Official Board Game,0.825505581857001,1,1,1,0.0,0.3508398722892254,0.325,-1,0.15,0.0,0.8258398722892254
599140,Graveyard Keeper,0.851506127418436,1,1,1,0.0,0.3618901041528353,0.325,-1,0.15,0.0,0.8368901041528353
609490,Minit,0.8815390989435526,1,1,1,0.0,0.37465411705100987,0.325,-1,0.15,0.0,0.8496541170510099
619150,while True: learn(),0.9069371100636193,1,1,1,0.0,0.3854482717770382,0.325,-1,0.15,0.0,0.8604482717770382
640590,The LEGO® NINJAGO® Movie Video Game,0.8436179334690087,1,1,1,0.0,0.3585376217243287,0.325,-1,0.15,0.0,0.8335376217243288
640820,Pathfinder: Kingmaker,0.7720989902289589,1,1,1,0.12956419316843346,0.3281420708473075,0.325,-1,0.15,0.012956419316843347,0.8160984901641508
644390,D&D Lords of Waterdeep,0.9231719681469149,1,1,1,0,0.39234808646243885,0.325,-1,0.15,0.0,0.8673480864624389
647830,LEGO® MARVEL Super Heroes 2,0.8506066897842891,1,1,1,0.0,0.36150784315832285,0.325,-1,0.15,0.0,0.8365078431583229
677120,Heroes of Hammerwatch,0.8678912478183358,1,1,1,0.14861751152073735,0.3688537803227927,0.325,-1,0.15,0.014861751152073735,0.8587155314748665
716490,EXAPUNKS,0.9371264232401034,1,1,1,0.0,0.39827872987704394,0.325,-1,0.15,0.0,0.873278729877044
718560,Scythe: Digital Edition,0.8840305694585602,1,0.9,1,0.032362459546925564,0.37571299201988806,0.325,-1,0.15,0.0032362459546925564,0.7685543141771225
719040,Wasteland 3,0.8415872849376548,1,1,1,0.03900208459417658,0.3576745960985033,0.325,-1,0.15,0.0039002084594176585,0.8365748045579209
729040,Borderlands GOTY Enhanced,0.804641425506484,1,0.9,1,0.0,0.3419726058402557,0.325,-1,0.15,0.0,0.7352753452562301
738520,Breathedge,0.8146245655664098,1,0.9,1,0.0,0.34621544036572416,0.325,-1,0.15,0.0,0.7390938963291518
753420,Dungreed,0.9280804507021445,1,1,1,0.0,0.3944341915484114,0.325,-1,0.15,0.0,0.8694341915484115
754890,Firmament,0.696987467507965,1,0.75,1,0.0,0.29621967369088514,0.325,-1,0.15,0.0,0.5784147552681639
780290,Gloomhaven,0.8157740081224242,1,1,1,0.022150341044933547,0.34670395345203026,0.325,-1,0.15,0.0022150341044933548,0.8239189875565236
792100,7 Billion Humans,0.9242551986980946,1,1,1,0.0,0.3928084594466902,0.325,-1,0.15,0.0,0.8678084594466903
818320,LEGO® The Incredibles,0.8872786429581899,1,1,1,0.0,0.3770934232572307,0.325,-1,0.15,0.0,0.8520934232572307
829110,LEGO® DC Super-Villains,0.9058503554963168,1,1,1,0.0,0.3849864010859346,0.325,-1,0.15,0.0,0.8599864010859347
860950,Mark of the Ninja: Remastered,0.9561173844880518,1,1,1,0,0.40634988840742203,0.325,-1,0.15,0.0,0.8813498884074221
881320,The LEGO® Movie 2 - Videogame,0.5915619468027975,1,1,1,0.0,0.25141382739118895,0.325,-1,0.15,0.0,0.726413827391189
920210,LEGO® Star Wars™: The Skywalker Saga,0.8988106174647092,1,1,1,0.0,0.38199451242250143,0.325,-1,0.15,0.0,0.8569945124225015
954870,Astrox Imperium,0.823404644340057,1,1,1,0,0.3499469738445242,0.325,-1,0.15,0.0,0.8249469738445242
960090,Bloons TD 6,0.9714695538502495,1,1,1,0.04671365349942633,0.412874560386356,0.325,-1,0.15,0.004671365349942633,0.8925459257362987
973810,Journey To The Savage Planet,0.8595893354089714,1,1,1,0.0,0.36532546754881284,0.325,-1,0.15,0.0,0.8403254675488129
1030830,Mafia II: Definitive Edition,0.7344695777052443,1,1,1,0.0,0.31214957052472886,0.325,-1,0.15,0.0,0.7871495705247289
1041720,Kingdoms of Amalur: Re-Reckoning,0.7625843464798182,1,1,1,0.34591194968553457,0.3240983472539227,0.325,-1,0.15,0.03459119496855346,0.8336895422224762
1051200,Trover Saves the Universe,0.896114146460742,1,1,1,0.0,0.38084851224581534,0.325,-1,0.15,0.0,0.8558485122458154
1063580,Aeon's End,0.784858917109654,1,1,1,0.6509298998569384,0.33356503977160296,0.325,-1,0.15,0.06509298998569384,0.8736580297572968
1086940,Baldur's Gate 3,0.9676086949688167,1,1,1,0.4912416501820476,0.4112336953617471,0.325,-1,0.15,0.04912416501820476,0.9353578603799518
1101190,Dungeon Defenders: Awakened,0.6467189212580363,1,0.9,1,0.24898068310941782,0.2748555415346654,0.325,-1,0.15,0.02489806831094178,0.6972782488610465
1142710,Total War: WARHAMMER III,0.7033430455216053,1,0.9,1,0.0,0.29892079434668223,0.325,-1,0.15,0.0,0.6965287149120141
1150090,Learning Factory,0.8278953011667107,1,0,1,0.0,0.35185550299585205,0.325,-1,0.15,0.0,0.0
1151640,Horizon Zero Dawn™ Complete Edition,0.8778277467967094,1,0.9,1,0.0,0.3730767923886015,0.325,-1,0.15,0.0,0.7632691131497414
1161580,Hardspace: Shipbreaker,0.889317555830335,1,1,1,0.0,0.3779599612278924,0.325,-1,0.15,0.0,0.8529599612278924
1199030,Tainted Grail,0.8936024967363767,1,0.9,1,0.018198896324997067,0.3797810611129601,0.325,-1,0.15,0.0018198896324997068,0.7709408556709139
1222690,Dragon Age™ Inquisition,0.751088752575069,1,0.9,1,1,0.3192127198444043,0.325,-1,0.15,0.1,0.8047914478599639
1238000,Mass Effect™: Andromeda Deluxe Edition,0.7326638804753003,1,0.9,1,0.0,0.31138214920200263,0.325,-1,0.15,0.0,0.7077439342818024
1277400,Monster Hunter Stories 2: Wings of Ruin,0.8203929065436183,1,1,1,0.0,0.3486669852810378,0.325,-1,0.15,0.0,0.8236669852810378
1337010,Alba: A Wildlife Adventure,0.9745799193186515,1,1,1,0.034722222222222224,0.4141964657104269,0.325,-1,0.15,0.0034722222222222225,0.8926686879326491
1463920,hexceed,0.8858230991513039,1,1,1,0.049440979830327546,0.37647481713930414,0.325,-1,0.15,0.004944097983032755,0.8564189151223369
1466060,Tainted Grail: The Fall of Avalon,0.8767170588935747,1,1,1,0.0,0.3726047500297692,0.325,-1,0.15,0.0,0.8476047500297693
1503530,Minit Fun Racer,0.9329118668319563,1,0.9,1,0.0,0.3964875434035814,0.325,-1,0.15,0.0,0.7843387890632233
1583230,High On Life,0.8865782040186743,1,1,1,0.0,0.37679573670793653,0.325,-1,0.15,0.0,0.8517957367079366
1659040,HITMAN World of Assassination,0.8683377971562207,1,0.9,1,0,0.3690435637913938,0.325,-1,0.15,0.0,0.7596392074122544
1730590,The Entropy Centre,0.884261481426796,1,0.9,1,0.0,0.3758111296063883,0.325,-1,0.15,0.0,0.7657300166457496
1920490,The Outer Worlds: Spacer's Choice Edition,0.7515654060179826,1,1,1,0.0,0.3194152975576426,0.325,-1,0.15,0.0,0.7944152975576426
2356560,Monster Hunter Stories,0.8924475046014811,1,0.9,1,0.027542518763340906,0.3792901894556295,0.325,-1,0.15,0.002754251876334091,0.7713399971987672
2362420,Mass Effect 2 (2010) Edition,0.739024512643256,1,0.9,1,0.0,0.3140854178733838,0.325,-1,0.15,0.0,0.7101768760860454
